Saison,Spieler,Position,Alter,Marktwert,Nationalität,Abgebender Verein,Abgebende Liga,Aufnehmender Verein,Aufnehmende Liga,Ablöse
22,Can Bozdogan,Central Midfield,21,4.3,Germany,FC Schalke 04,Bundesliga,FC Utrecht,Eredivisie,Loan fee:€500k
22,Nicolás Marichal,Centre-Back,21,1.0,Uruguay,Nacional,Primera División Clausura,Dynamo Moscow,Premier Liga,€4.20m
22,Anass Zaroury,Attacking Midfield,21,1.2,Morocco,R Charleroi SC,JPL,Burnley,Championship,€4.20m
22,Djaniny,Centre-Forward,31,4.2,Cape Verde,Trabzonspor,Süper Lig,Sharjah FC,UAE Pro League,loan transfer
22,Ayoub El Kaabi,Centre-Forward,29,4.1,Morocco,Hatayspor,Süper Lig,Al-Sadd,Stars League,free transfer
22,Jens Stage,Central Midfield,25,3.5,Denmark,FC Copenhagen,Superliga,Werder Bremen,Bundesliga,€4.00m
22,Filippo Melegoni,Central Midfield,23,2.0,Italy,Atalanta BC,Serie A,Genoa,Serie B,€4.00m
22,Jaka Bijol,Centre-Back,23,3.5,Slovenia,CSKA Moscow,Premier Liga,Udinese Calcio,Serie A,€4.00m
22,Francesco Caputo,Centre-Forward,34,2.5,Italy,Sassuolo,Serie A,Sampdoria,Serie A,€4.00m
22,Benson Manuel,Right Winger,25,3.0,Angola,Royal Antwerp,JPL,Burnley,Championship,€4.00m
22,Nicolás Fernández Mercau,Attacking Midfield,22,2.5,Argentina,San Lorenzo,Liga Profesional,Elche CF,LaLiga,€4.00m
22,Emil Bohinen,Defensive Midfield,23,4.0,Norway,CSKA Moscow,Premier Liga,Salernitana,Serie A,€3.85m
22,Marcus Forss,Centre-Forward,23,4.0,Finland,Brentford,Premier League,Middlesbrough,Championship,€3.60m
22,Carlos González,Centre-Forward,29,4.0,Paraguay,Tigres UANL,Liga MX Apertura,Toluca,Liga MX Apertura,€3.30m
22,Rabbi Matondo,Left Winger,21,4.0,Wales,FC Schalke 04,Bundesliga,Rangers,Premiership,€3.00m
22,Álex Pozo,Right-Back,23,4.0,Spain,Sevilla FC,LaLiga,UD Almería,LaLiga,€3.00m
22,Jonathan Calleri,Centre-Forward,28,4.0,Argentina,Maldonado,Primera División Clausura,São Paulo,Série A,€2.90m
22,Aïssa Laïdouni,Central Midfield,26,4.0,Tunisia,Ferencváros,NB I.,Union Berlin,Bundesliga,€2.60m
22,Abdelhamid Sabiri,Attacking Midfield,26,4.0,Morocco,Sampdoria,Serie A,Fiorentina,Serie A,€2.50m
22,Martin Dúbravka,Goalkeeper,33,4.0,Slovakia,Newcastle,Premier League,Man Utd,Premier League,Loan fee:€2.30m
22,Dan Ndoye,Right Winger,21,4.0,Switzerland,OGC Nice,Ligue 1,FC Basel,Super League,€2.00m
22,Walter Bou,Centre-Forward,28,4.0,Argentina,Defensa,Liga Profesional,Vélez Sarsfield,Liga Profesional,€2.00m
22,Nacho Fernández,Attacking Midfield,32,4.0,Argentina,Atlético-MG,Série A,River Plate,Liga Profesional,€1.88m
22,Doğukan Sinik,Left Winger,23,4.0,Türkiye,Antalyaspor,Süper Lig,Hull City,Championship,€4.00m
22,Martin Hongla,Defensive Midfield,24,4.0,Cameroon,Royal Antwerp,JPL,Hellas Verona,Serie A,€3.70m
22,Hidemasa Morita,Central Midfield,27,4.0,Japan,Santa Clara,Liga Portugal,Sporting CP,Liga Portugal,€3.45m
22,Agustín Urzi,Right Winger,22,4.0,Argentina,Banfield,Liga Profesional,FC Juárez,Liga MX Apertura,€3.20m
22,Luuk de Jong,Centre-Forward,31,4.0,Netherlands,Sevilla FC,LaLiga,PSV Eindhoven,Eredivisie,€3.00m
22,Néstor Araújo,Centre-Back,30,4.0,Mexico,Celta de Vigo,LaLiga,América,Liga MX Apertura,€3.00m
22,Carlos Gruezo,Defensive Midfield,27,4.0,Ecuador,FC Augsburg,Bundesliga,San Jose,MLS,€2.70m
22,Rasmus Lauritsen,Centre-Back,26,4.0,Denmark,Dinamo Zagreb,SuperSport HNL,Bröndby IF,Superliga,€2.50m
22,Enzo Díaz,Left-Back,27,4.0,Argentina,CA Talleres,Liga Profesional,River Plate,Liga Profesional,€2.30m
22,Andy Pelmard,Centre-Back,22,4.0,France,OGC Nice,Ligue 1,FC Basel,Super League,€2.00m
22,Benjamin Lecomte,Goalkeeper,31,4.0,France,Monaco,Ligue 1,Montpellier,Ligue 1,€2.00m
22,Gonzalo Melero,Central Midfield,28,4.0,Spain,Levante,2ª División,UD Almería,LaLiga,€1.90m
22,Alan Mozo,Right-Back,25,4.0,Mexico,UNAM Pumas,Liga MX Apertura,Chivas,Liga MX Apertura,€1.80m
22,Dylan Bronn,Centre-Back,27,4.0,Tunisia,FC Metz,Ligue 2,Salernitana,Serie A,€1.56m
22,Tomás Chancalay,Left Winger,23,4.0,Argentina,Racing Club,Liga Profesional,Al-Wasl,UAE Pro League,Loan fee:€1.50m
22,Yann Karamoh,Left Winger,24,4.0,France,Parma,Serie B,Torino,Serie A,€1.00m
22,Agustín Marchesín,Goalkeeper,34,4.0,Argentina,FC Porto,Liga Portugal,Celta de Vigo,LaLiga,€1.00m
22,Zaydou Youssouf,Central Midfield,23,4.0,Comoros,Saint-Étienne,Ligue 2,Famalicão,Liga Portugal,€1.00m
22,Willer Ditta,Centre-Back,24,4.0,Colombia,Junior FC,Liga DIMAYOR II,Newell's,Liga Profesional,€665k
22,Gyrano Kerk,Right Winger,27,4.0,Suriname,Loko Moscow,Premier Liga,Royal Antwerp,JPL,Loan fee:€600k
22,Johan Vásquez,Centre-Back,23,4.0,Mexico,Genoa,Serie B,Cremonese,Serie A,Loan fee:€500k
22,Emre Akbaba,Attacking Midfield,29,4.0,Türkiye,Galatasaray,Süper Lig,Adana Demirspor,Süper Lig,€500k
22,Otabek Shukurov,Central Midfield,26,4.0,Uzbekistan,Sharjah FC,UAE Pro League,Karagümrük,Süper Lig,€420k
22,Janis Antiste,Centre-Forward,20,4.0,France,Sassuolo,Serie A,Amiens SC,Ligue 2,Loan fee:€390k
22,Bartosz Bialek,Centre-Forward,20,4.0,Poland,VfL Wolfsburg,Bundesliga,Vitesse,Eredivisie,Loan fee:€200k
22,Elvis Rexhbecaj,Central Midfield,24,4.0,Kosovo,VfL Wolfsburg,Bundesliga,FC Augsburg,Bundesliga,€1.70m
22,Michal Sadílek,Central Midfield,23,4.0,Czech Republic,PSV Eindhoven,Eredivisie,Twente FC,Eredivisie,€1.50m
22,Jayden Nelson,Left Winger,20,4.0,Canada,Toronto,MLS,Rosenborg,Eliteserien,€1.00m
22,Kasper Schmeichel,Goalkeeper,35,4.0,Denmark,Leicester,Premier League,OGC Nice,Ligue 1,€1.00m
22,Adrián Embarba,Right Winger,30,4.0,Spain,Espanyol,LaLiga,UD Almería,LaLiga,€1.00m
22,Braian Romero,Centre-Forward,31,4.0,Argentina,River Plate,Liga Profesional,Internacional,Série A,€900k
22,Tom Krauß,Central Midfield,21,4.0,Germany,RB Leipzig,Bundesliga,FC Schalke 04,Bundesliga,Loan fee:€600k
22,Falaye Sacko,Right-Back,27,4.0,Mali,Vit. Guimarães,Liga Portugal,Montpellier,Ligue 1,Loan fee:€500k
22,Arijan Ademi,Defensive Midfield,31,4.0,North Macedonia,Dinamo Zagreb,SuperSport HNL,BJ Guoan,Super League,€500k
22,Kevin Gutiérrez,Defensive Midfield,25,4.0,Argentina,Racing Club,Liga Profesional,Defensa,Liga Profesional,€484k
22,Álvaro Fernández,Goalkeeper,24,4.0,Spain,SD Huesca,2ª División,Espanyol,LaLiga,Loan fee:€400k
22,Moritz Jenz,Centre-Back,23,4.0,Germany,FC Lorient,Ligue 1,FC Schalke 04,Bundesliga,Loan fee:€200k
22,Renato Kayzer,Centre-Forward,26,4.0,Brazil,Fortaleza,Série A,Daejeon Hana C.,K League 2,Loan fee:€200k
22,Axel Witsel,Centre-Back,33,4.0,Belgium,Bor. Dortmund,Bundesliga,Atlético Madrid,LaLiga,free transfer
22,Ivan Sunjic,Defensive Midfield,25,4.0,Bosnia-Herzegovina,Birmingham,Championship,Hertha BSC,Bundesliga,loan transfer
22,Francesco Acerbi,Centre-Back,34,4.0,Italy,Lazio,Serie A,Inter,Serie A,loan transfer
22,Felix Mambimbi,Left Winger,21,4.0,Switzerland,BSC Young Boys,Super League,SC Cambuur,Eredivisie,loan transfer
22,Pizzi,Attacking Midfield,32,4.0,Portugal,Benfica,Liga Portugal,Al-Wahda,UAE Pro League,free transfer
22,Martín Payero,Central Midfield,23,4.0,Argentina,Middlesbrough,Championship,Boca Juniors,Liga Profesional,loan transfer
22,Jakub Jankto,Left Midfield,26,4.0,Czech Republic,Getafe,LaLiga,Sparta Prague,Fortuna Liga,loan transfer
22,Luis Suárez,Centre-Forward,35,4.0,Uruguay,Nacional,Primera División Clausura,Grêmio,Série A,free transfer
22,Oussama Idrissi,Left Winger,26,4.0,Morocco,Sevilla FC,LaLiga,Feyenoord,Eredivisie,loan transfer
22,Manu Morlanes,Central Midfield,24,4.0,Spain,Villarreal,LaLiga,RCD Mallorca,LaLiga,loan transfer
22,Mattia Aramu,Attacking Midfield,27,4.0,Italy,Venezia,Serie B,Genoa,Serie B,loan transfer
22,Roberto Piccoli,Centre-Forward,21,4.0,Italy,Atalanta BC,Serie A,Hellas Verona,Serie A,loan transfer
22,Caio Paulista,Left-Back,24,4.0,Brazil,Fluminense,Série A,São Paulo,Série A,Loan fee:€100k
22,Jonjoe Kenny,Right-Back,25,4.0,England,Everton,Premier League,Hertha BSC,Bundesliga,free transfer
22,Jean-Paul Boëtius,Attacking Midfield,28,4.0,Netherlands,1.FSV Mainz 05,Bundesliga,Hertha BSC,Bundesliga,free transfer
22,Danilho Doekhi,Centre-Back,24,4.0,Netherlands,Vitesse,Eredivisie,Union Berlin,Bundesliga,free transfer
22,Dries Mertens,Second Striker,35,4.0,Belgium,Napoli,Serie A,Galatasaray,Süper Lig,free transfer
22,Vakoun Bayo,Centre-Forward,26,4.0,Cote d'Ivoire,Watford,Championship,R Charleroi SC,JPL,loan transfer
22,Jordan Larsson,Centre-Forward,25,4.0,Sweden,FC Schalke 04,Bundesliga,FC Copenhagen,Superliga,loan transfer
22,Mads Bech Sørensen,Centre-Back,24,4.0,Denmark,Brentford,Premier League,FC Groningen,Eredivisie,loan transfer
22,Danilo,Centre-Forward,23,4.0,Brazil,Ajax,Eredivisie,Feyenoord,Eredivisie,free transfer
22,Ludwig Augustinsson,Left-Back,28,4.0,Sweden,Sevilla FC,LaLiga,RCD Mallorca,LaLiga,loan transfer
22,Issa Kaboré,Right-Back,21,4.0,Burkina Faso,Man City,Premier League,Marseille,Ligue 1,loan transfer
22,Ondrej Duda,Central Midfield,28,4.0,Slovakia,1.FC Köln,Bundesliga,Hellas Verona,Serie A,loan transfer
22,M'Baye Niang,Centre-Forward,27,4.0,Senegal,G. Bordeaux,Ligue 2,AJ Auxerre,Ligue 1,free transfer
22,Shola Shoretire,Right Winger,18,4.0,England,Man Utd U21,Premier League 2,Bolton,League One,loan transfer
22,Sergio Asenjo,Goalkeeper,33,4.0,Spain,Villarreal,LaLiga,Real Valladolid,LaLiga,free transfer
22,Erik Botheim,Centre-Forward,22,4.0,Norway,Krasnodar,Premier Liga,Salernitana,Serie A,free transfer
22,Cole Bassett,Attacking Midfield,21,4.0,United States,Colorado,MLS,Fortuna Sittard,Eredivisie,loan transfer
22,Chidozie Awaziem,Centre-Back,25,4.0,Nigeria,Boavista,Liga Portugal,Hajduk Split,SuperSport HNL,loan transfer
22,Eduardo Quaresma,Centre-Back,20,4.0,Portugal,Sporting CP,Liga Portugal,TSG Hoffenheim,Bundesliga,loan transfer
22,Doğukan Sinik,Left Winger,23,4.0,Türkiye,Hull City,Championship,Antalyaspor,Süper Lig,loan transfer
22,Mathieu Cafaro,Right Winger,25,4.0,France,Standard Liège,JPL,Saint-Étienne,Ligue 2,loan transfer
22,Cheikhou Kouyaté,Defensive Midfield,32,4.0,Senegal,Crystal Palace,Premier League,Nottm Forest,Premier League,free transfer
22,Brian Lozano,Left Winger,28,4.0,Uruguay,Santos Laguna,Liga MX Apertura,Peñarol,Primera División Clausura,loan transfer
22,Willian,Left Winger,34,4.0,Brazil,Corinthians,Série A,Fulham,Premier League,free transfer
22,Wahbi Khazri,Left Winger,31,4.0,Tunisia,Saint-Étienne,Ligue 2,Montpellier,Ligue 1,free transfer
22,Krystian Bielik,Centre-Back,24,4.0,Poland,Derby,League One,Birmingham,Championship,loan transfer
22,Darwin Machís,Left Winger,29,4.0,Venezuela,FC Juárez,Liga MX Apertura,Real Valladolid,LaLiga,free transfer
22,Unai López,Central Midfield,26,4.0,Spain,Athletic,LaLiga,Rayo Vallecano,LaLiga,free transfer
22,Xavi Simons,Attacking Midfield,19,4.0,Netherlands,Paris SG,Ligue 1,PSV Eindhoven,Eredivisie,free transfer
22,Nemanja Radonjić,Left Winger,26,4.0,Serbia,Marseille,Ligue 1,Torino,Serie A,loan transfer
22,Ki-Jana Hoever,Right-Back,21,4.0,Netherlands,Wolves,Premier League,Stoke City,Championship,loan transfer
22,Erison,Centre-Forward,23,4.0,Brazil,Botafogo,Série A,São Paulo,Série A,loan transfer
22,Andrea Carboni,Centre-Back,21,4.0,Italy,Monza,Serie A,Venezia,Serie B,loan transfer
22,Ander Herrera,Central Midfield,33,4.0,Spain,Paris SG,Ligue 1,Athletic,LaLiga,free transfer
22,Matías Arezo,Centre-Forward,20,4.0,Uruguay,Granada CF,2ª División,Peñarol,Primera División Clausura,loan transfer
22,Cédric Soares,Right-Back,31,4.0,Portugal,Arsenal,Premier League,Fulham,Premier League,loan transfer
22,Arnaud Nordin,Right Winger,24,4.0,France,Saint-Étienne,Ligue 2,Montpellier,Ligue 1,free transfer
22,Hamza Choudhury,Defensive Midfield,24,4.0,England,Leicester,Premier League,Watford,Championship,loan transfer
22,Hassane Kamara,Left-Back,28,4.0,Cote d'Ivoire,Udinese Calcio,Serie A,Watford,Championship,loan transfer
22,Alessandro Zanoli,Right-Back,22,4.0,Italy,Napoli,Serie A,Sampdoria,Serie A,loan transfer
22,Filip Djuricic,Attacking Midfield,30,4.0,Serbia,Sassuolo,Serie A,Sampdoria,Serie A,free transfer
22,Edinson Cavani,Centre-Forward,35,4.0,Uruguay,Man Utd,Premier League,Valencia,LaLiga,free transfer
22,Akim Zedadka,Right-Back,27,4.0,Algeria,Clermont Foot,Ligue 1,LOSC Lille,Ligue 1,free transfer
22,Michael Obafemi,Centre-Forward,22,4.0,Ireland,Swansea,Championship,Burnley,Championship,loan transfer
22,Folarin Balogun,Centre-Forward,21,4.0,United States,Arsenal,Premier League,Stade Reims,Ligue 1,loan transfer
22,Álex Collado,Right Winger,23,4.0,Spain,Barcelona,LaLiga,Elche CF,LaLiga,loan transfer
22,Andreas Bouchalakis,Central Midfield,29,4.0,Greece,Olympiacos,Super League 1,Konyaspor,Süper Lig,loan transfer
22,Orbelín Pineda,Central Midfield,26,4.0,Mexico,Celta de Vigo,LaLiga,AEK Athens,Super League 1,loan transfer
22,Joseba Zaldua,Right-Back,30,4.0,Spain,Real Sociedad,LaLiga,Cádiz CF,LaLiga,free transfer
22,Adama Traoré,Attacking Midfield,27,4.0,Mali,Hatayspor,Süper Lig,Hull City,Championship,free transfer
22,Kortney Hause,Centre-Back,27,4.0,England,Aston Villa,Premier League,Watford,Championship,loan transfer
22,Mamadou Loum,Defensive Midfield,25,4.0,Senegal,FC Porto,Liga Portugal,Reading,Championship,loan transfer
22,Abdelhamid Sabiri,Attacking Midfield,26,4.0,Morocco,Fiorentina,Serie A,Sampdoria,Serie A,loan transfer
22,Samu Castillejo,Right Winger,27,4.0,Spain,AC Milan,Serie A,Valencia,LaLiga,free transfer
22,José Luis Morales,Centre-Forward,34,4.0,Spain,Levante,2ª División,Villarreal,LaLiga,free transfer
22,Rony Lopes,Right Winger,26,4.0,Portugal,Sevilla FC,LaLiga,Troyes,Ligue 1,loan transfer
22,Rhys Williams,Centre-Back,21,4.0,England,Liverpool,Premier League,Blackpool,Championship,loan transfer
22,Erison,Centre-Forward,23,4.0,Brazil,Botafogo,Série A,Estoril Praia,Liga Portugal,loan transfer
22,Alejandro Pozuelo,Attacking Midfield,31,4.0,Spain,Miami,MLS,Konyaspor,Süper Lig,free transfer
22,Jens Jönsson,Defensive Midfield,29,4.0,Denmark,Cádiz CF,LaLiga,AEK Athens,Super League 1,free transfer
22,Harold Moukoudi,Centre-Back,24,4.0,Cameroon,Saint-Étienne,Ligue 2,AEK Athens,Super League 1,free transfer
22,Patryk Klimala,Centre-Forward,24,4.0,Poland,New York,MLS,H. Beer Sheva,Ligat ha'Al,?
22,Aguibou Camara,Attacking Midfield,21,4.0,Guinea,Olympiacos,Super League 1,Atromitos,Super League 1,loan transfer
22,Jaime Seoane,Central Midfield,25,4.0,Spain,SD Huesca,2ª División,Getafe,LaLiga,free transfer
22,Mounir Chouiar,Left Winger,24,4.0,France,Basaksehir,Süper Lig,Kasimpasa,Süper Lig,loan transfer
22,Alexandru Mitriță,Left Winger,27,4.0,Romania,New York City,MLS,Al-Raed,Saudi Pro League,loan transfer
22,Luis Abram,Centre-Back,26,4.0,Peru,Granada CF,2ª División,Atlanta,MLS,?
22,Marcelino Núñez,Central Midfield,22,1.5,Chile,U. Católica,Primera División,Norwich,Championship,€3.90m
22,Carlos Rotondi,Left Winger,25,3.5,Argentina,Defensa,Liga Profesional,CD Cruz Azul,Liga MX Apertura,€3.90m
22,Gennaro Tutino,Centre-Forward,25,3.8,Italy,Napoli,Serie A,Parma,Serie B,€6.00m
22,Charles Pickel,Defensive Midfield,25,2.5,DR Congo,Famalicão,Liga Portugal,Cremonese,Serie A,€3.80m
22,Adam Maher,Central Midfield,28,3.8,Netherlands,FC Utrecht,Eredivisie,Damac FC,Saudi Pro League,€1.80m
22,Craig Dawson,Centre-Back,32,2.5,England,West Ham,Premier League,Wolves,Premier League,€3.75m
22,Josha Vagnoman,Right-Back,21,3.0,Germany,Hamburger SV,2. Bundesliga,VfB Stuttgart,Bundesliga,€3.70m
22,Marcel Ruiz,Central Midfield,21,3.5,Mexico,Club Tijuana,Liga MX Apertura,Toluca,Liga MX Apertura,€3.70m
22,Francisco Moura,Left-Back,23,4.0,Portugal,SC Braga,Liga Portugal,Famalicão,Liga Portugal,loan transfer
22,Brian Lozano,Left Winger,28,4.0,Uruguay,Santos Laguna,Liga MX Apertura,Atlas,Liga MX Apertura,loan transfer
22,Stéphane Bahoken,Centre-Forward,30,4.0,Cameroon,Angers SCO,Ligue 1,Kasimpasa,Süper Lig,free transfer
22,Matías Pellegrini,Left Winger,22,4.0,Argentina,Miami,MLS,New York City,MLS,free transfer
22,Kamal Miller,Centre-Back,25,4.0,Canada,Montréal,MLS,Miami,MLS,?
22,Valentin Antov,Centre-Back,21,8.0,Bulgaria,CSKA-Sofia,efbet Liga,Monza,Serie A,€3.90m
22,Joel Ordóñez,Centre-Back,18,6.0,Ecuador,Independiente,Serie A Primera Etapa,Club NXT,CPL,€3.90m
22,Michele Di Gregorio,Goalkeeper,24,3.8,Italy,Inter,Serie A,Monza,Serie A,€6.00m
22,Ozan Tufan,Central Midfield,27,3.8,Türkiye,Fenerbahce,Süper Lig,Hull City,Championship,€3.00m
22,Eduardo Salvio,Right Winger,31,3.8,Argentina,Boca Juniors,Liga Profesional,UNAM Pumas,Liga MX Apertura,free transfer
22,Samet Akaydin,Centre-Back,28,2.5,Türkiye,Adana Demirspor,Süper Lig,Fenerbahce,Süper Lig,€3.70m
22,Felipe Carballo,Central Midfield,26,2.0,Uruguay,Nacional,Primera División Clausura,Grêmio,Série A,€3.70m
22,Walid Cheddira,Centre-Forward,24,2.5,Morocco,Parma,Serie B,Bari,Serie B,€3.68m
22,Eren Elmalı,Left-Back,21,3.2,Türkiye,Kasimpasa,Süper Lig,Trabzonspor,Süper Lig,€3.60m
22,Jens Odgaard,Centre-Forward,23,2.0,Denmark,Sassuolo,Serie A,AZ Alkmaar,Eredivisie,€3.59m
22,Riccardo Calafiori,Left-Back,20,3.5,Italy,AS Roma,Serie A,FC Basel,Super League,€10.20m
22,Robin Olsen,Goalkeeper,32,2.0,Sweden,AS Roma,Serie A,Aston Villa,Premier League,€3.50m
22,Pedrinho,Left Winger,22,1.8,Brazil,RB Bragantino,Série A,Loko Moscow,Premier Liga,€3.50m
22,Jackson Porozo,Centre-Back,21,3.0,Ecuador,Boavista,Liga Portugal,Troyes,Ligue 1,€3.50m
22,Emanuel Aiwu,Centre-Back,21,3.0,Austria,Rapid Vienna,Bundesliga,Cremonese,Serie A,€3.50m
22,Carlos Andrés Gómez,Right Winger,20,2.5,Colombia,Millonarios,Liga DIMAYOR II,Salt Lake,MLS,€3.50m
22,Michel Aebischer,Central Midfield,25,3.5,Switzerland,BSC Young Boys,Super League,Bologna,Serie A,€3.00m
22,Marin Ljubicic,Centre-Forward,20,3.5,Croatia,Hajduk Split,SuperSport HNL,LASK,Bundesliga,€2.90m
22,Sergey Pinyaev,Left Winger,18,3.5,Russia,KS Samara,Premier Liga,Loko Moscow,Premier Liga,€2.60m
22,Andreas Hanche-Olsen,Centre-Back,25,3.5,Norway,KAA Gent,JPL,1.FSV Mainz 05,Bundesliga,€2.50m
22,Emiliano Rigoni,Right Winger,29,3.5,Argentina,São Paulo,Série A,Austin,MLS,€3.65m
22,Bruma,Left Winger,28,3.6,Portugal,Fenerbahce,Süper Lig,SC Braga,Liga Portugal,Loan fee:€100k
22,Johan Carbonero,Left Winger,22,3.0,Colombia,Gimnasia,Liga Profesional,Racing Club,Liga Profesional,€3.59m
22,André Franco,Attacking Midfield,24,3.5,Portugal,Estoril Praia,Liga Portugal,FC Porto,Liga Portugal,€4.07m
22,Karim Konaté,Centre-Forward,18,6.0,Cote d'Ivoire,ASEC Mimosas,Without Club,RB Salzburg,Bundesliga,€3.50m
22,Rodrigão,Centre-Back,26,3.5,Brazil,Sochi,Premier Liga,Zenit S-Pb,Premier Liga,€3.50m
22,Darko Churlinov,Left Winger,22,1.3,North Macedonia,VfB Stuttgart,Bundesliga,Burnley,Championship,€3.50m
22,Marko Milovanovic,Centre-Forward,18,1.2,Serbia,Partizan,Super liga Srbije,UD Almería,LaLiga,€3.50m
22,Anton Zinkovskiy,Left Winger,26,3.5,Russia,KS Samara,Premier Liga,Spartak Moscow,Premier Liga,€3.20m
22,Daniil Utkin,Central Midfield,22,3.5,Russia,Krasnodar,Premier Liga,Rostov,Premier Liga,€3.00m
22,Hjalmar Ekdal,Centre-Back,24,3.5,Sweden,Djurgården,Allsvenskan,Burnley,Championship,€2.80m
22,Ivan Provedel,Goalkeeper,28,3.5,Italy,Spezia Calcio,Serie A,Lazio,Serie A,€2.55m
22,Kevin Agudelo,Attacking Midfield,23,3.5,Colombia,Genoa,Serie B,Spezia Calcio,Serie A,€2.50m
22,Ramón Sosa,Left Winger,23,3.5,Paraguay,Gimnasia,Liga Profesional,CA Talleres,Liga Profesional,€2.12m
22,Wesley Hoedt,Centre-Back,28,3.5,Netherlands,RSC Anderlecht,JPL,Watford,Championship,€2.00m
22,Maxime Busi,Right-Back,22,3.5,Belgium,Parma,Serie B,Stade Reims,Ligue 1,€2.00m
22,Luis Malagón,Goalkeeper,25,3.5,Mexico,Necaxa,Liga MX Apertura,América,Liga MX Apertura,€1.88m
22,Daizen Maeda,Left Winger,24,3.5,Japan,Yokohama F. M.,J1 League,Celtic,Premiership,€1.53m
22,Adrien Hunou,Centre-Forward,28,3.5,France,Minnesota,MLS,Angers SCO,Ligue 1,€1.50m
22,Dedryck Boyata,Centre-Back,31,3.5,Belgium,Hertha BSC,Bundesliga,Club Brugge,JPL,€1.40m
22,Kévin Cabral,Left Winger,23,3.5,France,LA Galaxy,MLS,Colorado,MLS,€950k
22,Daniel,Goalkeeper,28,3.5,Brazil,Internacional,Série A,San Jose,MLS,€600k
22,Sandro Ramírez,Centre-Forward,27,3.5,Spain,SD Huesca,2ª División,UD Las Palmas,2ª División,Loan fee:€500k
22,Sasa Zdjelar,Defensive Midfield,27,3.5,Serbia,Partizan,Super liga Srbije,CSKA Moscow,Premier Liga,€500k
22,Artur,Defensive Midfield,26,3.5,Brazil,Columbus,MLS,Houston,MLS,€291k
22,Omar Colley,Centre-Back,30,3.5,The Gambia,Sampdoria,Serie A,Besiktas,Süper Lig,€2.30m
22,Sargis Adamyan,Centre-Forward,29,3.5,Armenia,TSG Hoffenheim,Bundesliga,1.FC Köln,Bundesliga,€2.00m
22,Dejan Lovren,Centre-Back,33,3.5,Croatia,Zenit S-Pb,Premier Liga,Olympique Lyon,Ligue 1,€2.00m
22,Adam Bareiro,Centre-Forward,26,3.5,Paraguay,Monterrey,Liga MX Apertura,San Lorenzo,Liga Profesional,€1.90m
22,Tahith Chong,Right Winger,22,3.5,Netherlands,Man Utd,Premier League,Birmingham,Championship,€1.75m
22,Rodrigo Zalazar,Central Midfield,22,3.5,Uruguay,E. Frankfurt,Bundesliga,FC Schalke 04,Bundesliga,€1.50m
22,Gabriel Charpentier,Centre-Forward,23,3.5,Congo,Genoa,Serie B,Parma,Serie B,€1.40m
22,Halil Akbunar,Right Winger,28,3.5,Türkiye,Göztepe,1.Lig,KVC Westerlo,JPL,€1.00m
22,Joaquín Pereyra,Central Midfield,24,3.5,Argentina,Rosario Central,Liga Profesional,Atl. Tucumán,Liga Profesional,€938k
22,Magnus Kofod Andersen,Central Midfield,23,3.5,Denmark,Nordsjaelland,Superliga,Venezia,Serie B,€510k
22,Didier Lamkel Zé,Left Winger,25,3.5,Cameroon,Royal Antwerp,JPL,KV Kortrijk,JPL,€500k
22,Kelvin Yeboah,Centre-Forward,22,3.5,Italy,Genoa,Serie B,FC Augsburg,Bundesliga,Loan fee:€340k
22,Tomasz Kedziora,Centre-Back,28,3.5,Poland,Dynamo Kyiv,Premier Liga,PAOK Salonika,Super League 1,Loan fee:€250k
22,Shapi Suleymanov,Right Winger,22,3.5,Russia,Krasnodar,Premier Liga,H. Beer Sheva,Ligat ha'Al,Loan fee:€150k
22,Roman Evgenjev,Centre-Back,23,3.5,Russia,Dynamo Moscow,Premier Liga,KS Samara,Premier Liga,€60k
22,Jérôme Onguéné,Centre-Back,24,3.5,Cameroon,RB Salzburg,Bundesliga,E. Frankfurt,Bundesliga,free transfer
22,Janik Haberer,Central Midfield,28,3.5,Germany,SC Freiburg,Bundesliga,Union Berlin,Bundesliga,free transfer
22,Facundo Kruspzky,Left Winger,20,3.5,Argentina,Arsenal Sarandí,Liga Profesional,Al-Wahda,UAE Pro League,free transfer
22,Radu Drăgușin,Centre-Back,20,3.5,Romania,Juventus,Serie A,Genoa,Serie B,loan transfer
22,Jack Clarke,Left Winger,21,3.5,England,Tottenham,Premier League,Sunderland,Championship,?
22,Mihailo Ristic,Left-Back,26,3.5,Serbia,Montpellier,Ligue 1,Benfica,Liga Portugal,free transfer
22,Eddie Salcedo,Centre-Forward,20,3.5,Italy,Inter,Serie A,Bari,Serie B,loan transfer
22,Matías Vecino,Central Midfield,30,3.5,Uruguay,Inter,Serie A,Lazio,Serie A,free transfer
22,Festy Ebosele,Right Midfield,19,3.5,Ireland,Derby,League One,Udinese Calcio,Serie A,free transfer
22,Danilo Barbosa,Defensive Midfield,26,3.5,Brazil,OGC Nice,Ligue 1,Botafogo,Série A,free transfer
22,Naci Ünüvar,Left Winger,19,3.5,Türkiye,Ajax,Eredivisie,Trabzonspor,Süper Lig,Loan fee:€150k
22,Olimpiu Moruțan,Right Winger,23,3.5,Romania,Galatasaray,Süper Lig,Pisa,Serie B,Loan fee:€150k
22,Ola Solbakken,Right Winger,24,3.5,Norway,Bodø/Glimt,Eliteserien,AS Roma,Serie A,free transfer
